# Метеостанция Москва (центр, Балчуг), Россия, WMO_ID=27605, выборка с 01.06.2019 по 13.04.2020, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27605&lang=ru
#
"Местное время в Москве (центр, Балчуг)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"07.11.2019 12:00";"4.5";"745.7";"757.2";"";"83";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"1.9";"";"";"";"";"";"";
"07.11.2019 09:00";"3.9";"743.7";"755.2";"";"83";"Ветер, дующий с запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"3.8";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"1.2";"7.0";"12";"";"";"";"";
"07.11.2019 06:00";"4.4";"740.9";"752.3";"";"86";"Ветер, дующий с западо-северо-запада";"3";"";"12";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"4.4";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"1000-1500";"";"";"10.0";"2.2";"10.0";"12";"";"";"";"";
"07.11.2019 03:00";"7.7";"736.7";"747.9";"";"87";"Ветер, дующий с западо-северо-запада";"4";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Дождь.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"10.0";"5.6";"";"";"";"";"";"";
"07.11.2019 00:00";"11.2";"735.2";"746.2";"";"91";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";"Дождь незамерзающий непрерывный умеренный в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.0";"9.7";"";"";"";"";"";"";
"06.11.2019 21:00";"10.1";"736.6";"747.7";"";"91";"Штиль, безветрие";"0";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"11.5";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"8.7";"4.0";"12";"";"";"";"";
"06.11.2019 18:00";"10.0";"737.9";"749.0";"";"90";"Штиль, безветрие";"0";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"8.4";"2.0";"12";"";"";"";"";
"06.11.2019 15:00";"10.7";"738.5";"749.6";"";"84";"Штиль, безветрие";"0";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"8.1";"";"";"";"";"";"";
"06.11.2019 12:00";"11.4";"739.0";"750.1";"";"77";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"7.4";"";"";"";"";"";"";
"06.11.2019 09:00";"10.4";"738.3";"749.5";"";"76";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"10.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"6.3";"Осадков нет";"12";"";"";"";"";
"06.11.2019 06:00";"10.6";"737.9";"749.0";"";"73";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"10.5";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"6.0";"0.9";"12";"";"";"";"";
"06.11.2019 03:00";"10.7";"737.5";"748.6";"";"78";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"6.9";"";"";"";"";"";"";
"06.11.2019 00:00";"11.0";"736.5";"747.5";"";"75";"Ветер, дующий с запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"6.6";"";"";"";"";"";"";
"05.11.2019 21:00";"11.9";"735.1";"746.1";"";"80";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"13.1";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"8.5";"2.0";"12";"";"";"";"";
"05.11.2019 18:00";"12.4";"734.2";"745.2";"";"89";"Ветер, дующий с юга";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"10.7";"2.0";"12";"";"";"";"";
"05.11.2019 15:00";"12.1";"735.4";"746.5";"";"85";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"9.6";"";"";"";"";"";"";
"05.11.2019 12:00";"10.9";"737.2";"748.3";"";"86";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"8.6";"";"";"";"";"";"";
"05.11.2019 09:00";"10.1";"738.5";"749.6";"";"83";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"9.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"7.4";"Осадков нет";"12";"";"";"";"";
"05.11.2019 06:00";"9.5";"739.4";"750.6";"";"88";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"8.7";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"7.6";"Осадков нет";"12";"";"";"";"";
"05.11.2019 03:00";"9.1";"740.1";"751.3";"";"90";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"7.6";"";"";"";"";"";"";
"05.11.2019 00:00";"9.5";"740.9";"752.1";"";"86";"Ветер, дующий с юга";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"7.2";"";"";"";"";"";"";
"04.11.2019 21:00";"9.0";"741.8";"753.0";"";"87";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";"Дымка. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"9.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"7.0";"1.0";"12";"";"";"";"";
"04.11.2019 18:00";"8.7";"742.2";"753.4";"";"88";"Ветер, дующий с юга";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"6.8";"1.0";"12";"";"";"";"";
"04.11.2019 15:00";"7.9";"742.9";"754.2";"";"88";"Ветер, дующий с юга";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"6.0";"";"";"";"";"";"";
"04.11.2019 12:00";"7.1";"743.5";"754.9";"";"85";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"4.7";"";"";"";"";"";"";
"04.11.2019 09:00";"5.8";"744.0";"755.4";"";"87";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"3.9";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"4.0";"3.7";"0.3";"12";"";"";"";"";
"04.11.2019 06:00";"5.3";"744.4";"755.8";"";"88";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"3.1";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"3.5";"0.8";"12";"";"";"";"";
"04.11.2019 03:00";"5.2";"745.2";"756.6";"";"88";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"10.0";"3.3";"";"";"";"";"";"";
"04.11.2019 00:00";"4.7";"745.6";"757.0";"";"88";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"10.0";"2.9";"";"";"";"";"";"";
"03.11.2019 21:00";"3.9";"745.7";"757.2";"";"91";"Штиль, безветрие";"0";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"3.9";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"2.5";"4.0";"12";"";"";"";"";
"03.11.2019 18:00";"3.1";"745.6";"757.1";"";"90";"Ветер, дующий с запада";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"1.6";"3.0";"12";"";"";"";"";
"03.11.2019 15:00";"2.4";"745.4";"757.0";"";"88";"Ветер, дующий с юга";"1";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Дождь со снегом или другими видами твердых осадков";"Дождь.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"0.6";"";"";"";"";"";"";
"03.11.2019 12:00";"2.7";"746.0";"757.6";"";"81";"Ветер, дующий с юга";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"-0.2";"";"";"";"";"";"";
"03.11.2019 09:00";"3.3";"746.7";"758.2";"";"71";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"2.1";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-1.6";"Осадков нет";"12";"";"";"";"";
"03.11.2019 06:00";"2.6";"747.9";"759.5";"";"73";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"2.1";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-1.8";"Осадков нет";"12";"";"";"";"";
"03.11.2019 03:00";"2.3";"749.9";"761.5";"";"79";"Ветер, дующий с востоко-юго-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"50%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-1.0";"";"";"";"";"";"";
"03.11.2019 00:00";"2.9";"751.5";"763.1";"";"83";"Ветер, дующий с юго-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"0.2";"";"";"";"";"";"";
"02.11.2019 21:00";"3.4";"752.5";"764.1";"";"82";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"4.4";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"0.5";"Осадков нет";"12";"";"";"";"";
"02.11.2019 18:00";"3.2";"752.4";"764.0";"";"71";"Ветер, дующий с юга";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"10.0";"-1.6";"Осадков нет";"12";"";"";"";"";
"02.11.2019 15:00";"4.4";"752.2";"763.8";"";"64";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-1.9";"";"";"";"";"";"";
"02.11.2019 12:00";"2.8";"752.4";"764.0";"";"76";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-1.1";"";"";"";"";"";"";
"02.11.2019 09:00";"1.4";"751.7";"763.4";"";"81";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"1.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-1.5";"Осадков нет";"12";"";"";"";"";
"02.11.2019 06:00";"1.0";"750.9";"762.6";"";"81";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"0.5";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-1.9";"Осадков нет";"12";"";"";"";"";
"02.11.2019 03:00";"1.6";"750.0";"761.7";"";"83";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-1.0";"";"";"";"";"";"";
"02.11.2019 00:00";"1.7";"749.6";"761.2";"";"84";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-0.8";"";"";"";"";"";"";
"01.11.2019 21:00";"1.1";"749.6";"761.3";"";"84";"Ветер, дующий с запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"1.1";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-1.3";"0.4";"12";"";"";"";"";
"01.11.2019 18:00";"0.5";"749.8";"761.5";"";"82";"Ветер, дующий с запада";"1";"";"";"100%.";"Снег неливневый. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-2.3";"0.4";"12";"";"";"";"";
"01.11.2019 15:00";"-0.3";"749.5";"761.3";"";"83";"Ветер, дующий с запада";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"-2.8";"";"";"";"";"";"";
"01.11.2019 12:00";"0.3";"750.1";"761.9";"";"68";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-5.0";"";"";"";"";"";"";
"01.11.2019 09:00";"-0.6";"750.7";"762.5";"";"61";"Ветер, дующий с запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-2.2";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-7.3";"Следы осадков";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"Менее 0.5";
"01.11.2019 06:00";"-0.7";"751.7";"763.5";"";"64";"Ветер, дующий с западо-юго-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"-2.2";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-6.7";"Осадков нет";"12";"";"";"";"";
"01.11.2019 03:00";"-1.3";"752.7";"764.5";"";"67";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.7";"";"";"";"";"";"";
"01.11.2019 00:00";"-1.7";"754.3";"766.1";"";"61";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-8.3";"";"";"";"";"";"";
"31.10.2019 21:00";"-2.2";"755.2";"767.1";"";"59";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"-1.3";"";"";"";"";"";"10.0";"-9.2";"Осадков нет";"12";"";"";"";"";
"31.10.2019 18:00";"-1.7";"755.4";"767.3";"";"59";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-8.8";"0.4";"12";"";"";"";"";
"31.10.2019 15:00";"-1.6";"755.5";"767.4";"";"63";"Ветер, дующий с западо-северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"100%.";"1000-1500";"";"";"10.0";"-7.9";"";"";"";"";"";"";
"31.10.2019 12:00";"-1.7";"755.4";"767.3";"";"64";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-7.7";"";"";"";"";"";"";
"31.10.2019 09:00";"-2.1";"755.0";"766.9";"";"72";"Ветер, дующий с севера";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-2.6";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"100%.";"600-1000";"";"";"10.0";"-6.6";"0.6";"12";"";"";"Сухой рассыпчатый снег покрывает по крайней мере половину поверхности почвы (но не полностью).";"1.0";
"31.10.2019 06:00";"-2.3";"754.2";"766.1";"";"81";"Ветер, дующий с северо-северо-востока";"2";"";"";"100%.";"Ливневая снежная крупа или небольшой град с дождем или без него, или дождь со снегом слабые в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-2.6";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"2.0";"-5.1";"0.2";"12";"";"";"";"";
"31.10.2019 03:00";"-2.5";"753.8";"765.7";"";"67";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-7.8";"";"";"";"";"";"";
"31.10.2019 00:00";"-2.5";"753.1";"765.1";"";"67";"Ветер, дующий с северо-северо-запада";"3";"";"11";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-7.9";"";"";"";"";"";"";
"30.10.2019 21:00";"-1.4";"752.1";"763.9";"";"73";"Ветер, дующий с северо-запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"0.6";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-5.7";"2.0";"12";"";"";"";"";
"30.10.2019 18:00";"-1.1";"750.9";"762.7";"";"74";"Ветер, дующий с северо-запада";"2";"";"10";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.0";"-5.2";"2.0";"12";"";"";"";"";
"30.10.2019 15:00";"-0.6";"748.6";"760.3";"";"82";"Ветер, дующий с северо-запада";"3";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.0";"-3.3";"";"";"";"";"";"";
"30.10.2019 12:00";"-0.5";"746.8";"758.5";"";"77";"Ветер, дующий с западо-северо-запада";"4";"";"";"100%.";"Снег неливневый. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-4.0";"";"";"";"";"";"";
"30.10.2019 09:00";"0.3";"745.3";"756.9";"";"83";"Ветер, дующий с западо-северо-запада";"3";"";"";"";" ";"";"";"0.2";"";"";"";"";"";"";"";"-2.3";"0.3";"12";"";"";"";"";
"30.10.2019 06:00";"1.0";"744.6";"756.2";"";"83";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";" ";"";"";"1.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-1.6";"0.5";"12";"";"";"";"";
"30.10.2019 03:00";"2.7";"744.1";"755.6";"";"84";"Ветер, дующий с западо-северо-запада";"2";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"0.2";"";"";"";"";"";"";
"30.10.2019 00:00";"3.9";"744.3";"755.7";"";"79";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"0.5";"";"";"";"";"";"";
"29.10.2019 21:00";"4.3";"744.7";"756.2";"";"77";"Ветер, дующий с запада";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Дождь.";"";"6.5";"Слоисто-кучевые, образовавшиеся из кучевых.";"100%.";"600-1000";"";"";"10.0";"0.6";"2.0";"12";"";"";"";"";
"29.10.2019 18:00";"5.7";"744.5";"755.9";"";"85";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Дождь.";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"3.3";"2.0";"12";"";"";"";"";
