# Метеостанция Остафьево (аэропорт), Россия, METAR=UUMO, выборка с 01.05.2019 по 09.09.2019, все дни
# Кодировка: Unicode
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=UUMO&lang=ru
#
"Местное время в Остафьево (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"20.07.2019 13:30";"18.0";"743.1";"758.2";"94";"Ветер, дующий с западо-юго-запада";"7";"13";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 780 м, кучево-дождевые облака";"3.0";"17.0";
"20.07.2019 13:00";"22.0";"743.3";"758.2";"65";"Ветер, дующий с запада";"4";"";"";"";"Разорванная (60-90%) 780 м, кучево-дождевые облака";"10.0 и более";"15.0";
"20.07.2019 12:30";"19.0";"743.1";"758.2";"78";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Разорванная (60-90%) 690 м, кучево-дождевые облака";"10.0 и более";"15.0";
"20.07.2019 12:00";"18.0";"743.1";"758.2";"88";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Разорванная (60-90%) 690 м, кучево-дождевые облака";"10.0 и более";"16.0";
"20.07.2019 11:30";"20.0";"742.7";"757.7";"69";"Ветер, дующий с запада";"4";"";"";"";"Разорванная (60-90%) 690 м, кучево-дождевые облака";"10.0 и более";"14.0";
"20.07.2019 11:00";"20.0";"742.7";"757.7";"73";"Ветер, дующий с запада";"4";"";"";"";"Разорванная (60-90%) 600 м";"10.0 и более";"15.0";
"20.07.2019 10:30";"18.0";"742.6";"757.7";"83";"Ветер, дующий с запада";"4";"";"";"";"Разорванная (60-90%) 600 м";"10.0 и более";"15.0";
"20.07.2019 10:00";"18.0";"742.6";"757.7";"83";"Ветер, дующий с запада";"5";"";"";"";"Разорванная (60-90%) 600 м, кучево-дождевые облака";"10.0 и более";"15.0";
"20.07.2019 09:30";"17.0";"742.5";"757.7";"94";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Разорванная (60-90%) 450 м, кучево-дождевые облака";"10.0 и более";"16.0";
"20.07.2019 09:00";"18.0";"742.6";"757.7";"88";"Ветер, дующий с запада";"4";"";"";"";"Рассеянная (40-50%) 330 м, разорванная (60-90%) 690 м, кучево-дождевые облака";"10.0 и более";"16.0";
"20.07.2019 08:30";"17.0";"741.7";"756.9";"94";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Разорванная (60-90%) 300 м, разорванная (60-90%) 900 м, кучево-дождевые облака";"10.0 и более";"16.0";
"20.07.2019 08:00";"16.0";"741.7";"756.9";"100";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Разорванная (60-90%) 300 м, рассеянная (40-50%) 900 м, кучево-дождевые облака";"10.0 и более";"16.0";
"20.07.2019 07:30";"16.0";"741.7";"756.9";"100";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Разорванная (60-90%) 180 м, разорванная (60-90%) 900 м, кучево-дождевые облака";"10.0 и более";"16.0";
"20.07.2019 07:00";"16.0";"741.7";"756.9";"100";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Разорванная (60-90%) 180 м, разорванная (60-90%) 900 м, кучево-дождевые облака";"10.0 и более";"16.0";
"20.07.2019 06:30";"15.0";"741.6";"756.9";"100";"Ветер, дующий с юго-запада";"3";"";"";"";"Разорванная (60-90%) 150 м, разорванная (60-90%) 990 м, кучево-дождевые облака";"10.0 и более";"15.0";
"20.07.2019 06:00";"15.0";"741.6";"756.9";"100";"Ветер, дующий с юго-запада";"2";"";"";"";"Разорванная (60-90%) 300 м, разорванная (60-90%) 990 м, кучево-дождевые облака";"10.0 и более";"15.0";
"20.07.2019 05:30";"15.0";"741.6";"756.9";"100";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Разорванная (60-90%) 300 м, разорванная (60-90%) 990 м, кучево-дождевые облака";"10.0 и более";"15.0";
"20.07.2019 05:00";"15.0";"741.6";"756.9";"100";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Разорванная (60-90%) 300 м, разорванная (60-90%) 990 м, кучево-дождевые облака";"10.0 и более";"15.0";
"20.07.2019 04:30";"15.0";"740.9";"756.2";"100";"Ветер, дующий с юго-запада";"4";"";"";"";"Разорванная (60-90%) 300 м, разорванная (60-90%) 990 м, кучево-дождевые облака";"10.0 и более";"15.0";
"20.07.2019 04:00";"15.0";"740.9";"756.2";"100";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Разорванная (60-90%) 300 м";"10.0 и более";"15.0";
"20.07.2019 03:30";"15.0";"740.9";"756.2";"100";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Разорванная (60-90%) 330 м";"10.0 и более";"15.0";
"20.07.2019 03:00";"15.0";"740.9";"756.2";"100";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Разорванная (60-90%) 330 м";"10.0 и более";"15.0";
"20.07.2019 02:30";"15.0";"740.9";"756.2";"100";"Ветер, дующий с юго-запада";"3";"";"";"";"Разорванная (60-90%) 330 м";"10.0 и более";"15.0";
"20.07.2019 02:00";"15.0";"740.9";"756.2";"100";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Разорванная (60-90%) 690 м";"10.0 и более";"15.0";
"20.07.2019 01:30";"15.0";"740.9";"756.2";"100";"Ветер, дующий с юго-запада";"3";"";"";"";"Разорванная (60-90%) 690 м";"10.0 и более";"15.0";
"20.07.2019 01:00";"14.0";"740.9";"756.2";"100";"Ветер, дующий с западо-юго-запада";"2";"";"";"";"Разорванная (60-90%) 690 м";"10.0 и более";"14.0";
"20.07.2019 00:30";"14.0";"740.9";"756.2";"100";"Ветер, дующий с юго-запада";"2";"";"";"";"Разорванная (60-90%) 360 м";"10.0 и более";"14.0";
"20.07.2019 00:00";"14.0";"740.9";"756.2";"100";"Ветер, дующий с западо-юго-запада";"2";"";"";"";"Разорванная (60-90%) 900 м";"10.0 и более";"14.0";
"19.07.2019 23:30";"14.0";"740.1";"755.4";"100";"Ветер, дующий с западо-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"19.07.2019 23:00";"14.0";"740.1";"755.4";"100";"Ветер, дующий с юго-запада";"1";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"10.0 и более";"14.0";
"19.07.2019 22:00";"15.0";"740.2";"755.4";"100";"Ветер, дующий с северо-запада";"3";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 480 м, кучево-дождевые облака";"10.0 и более";"15.0";
"19.07.2019 21:00";"17.0";"740.3";"755.4";"88";"Ветер, дующий с юго-запада";"3";"";"";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"10.0 и более";"15.0";
"19.07.2019 20:30";"18.0";"740.3";"755.4";"78";"Ветер, дующий с юго-запада";"3";"";"";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"10.0 и более";"14.0";
"19.07.2019 20:00";"18.0";"740.3";"755.4";"73";"Ветер, дующий с юго-запада";"3";"";"";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"10.0 и более";"13.0";
"19.07.2019 19:30";"19.0";"739.6";"754.6";"64";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"10.0 и более";"12.0";
"19.07.2019 19:00";"20.0";"739.6";"754.6";"60";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"12.0";
"19.07.2019 18:30";"21.0";"739.7";"754.6";"57";"Ветер, дующий с юго-запада";"5";"";"";"";"Рассеянная (40-50%) 1380 м";"10.0 и более";"12.0";
"19.07.2019 18:00";"21.0";"739.7";"754.6";"57";"Ветер, дующий с юго-запада";"5";"";"";"";"Разорванная (60-90%) 1380 м";"10.0 и более";"12.0";
"19.07.2019 17:30";"21.0";"739.7";"754.6";"60";"Ветер, дующий с юго-запада";"5";"";"";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"13.0";
"19.07.2019 17:00";"20.0";"739.6";"754.6";"60";"Ветер, дующий с юго-запада";"6";"";"";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"12.0";
"19.07.2019 16:30";"20.0";"739.6";"754.6";"64";"Ветер, дующий с юго-запада";"6";"";"";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"13.0";
"19.07.2019 16:00";"21.0";"739.7";"754.6";"60";"Ветер, дующий с юго-запада";"6";"";"";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"10.0 и более";"13.0";
"19.07.2019 15:30";"20.0";"739.6";"754.6";"64";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Разорванная (60-90%) 990 м, кучево-дождевые облака";"10.0 и более";"13.0";
"19.07.2019 15:00";"21.0";"739.7";"754.6";"64";"Ветер, дующий с юго-запада";"6";"";"";"";"Разорванная (60-90%) 900 м, кучево-дождевые облака";"10.0 и более";"14.0";
"19.07.2019 14:30";"20.0";"739.6";"754.6";"69";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Разорванная (60-90%) 780 м, кучево-дождевые облака";"10.0 и более";"14.0";
"19.07.2019 14:00";"20.0";"738.9";"753.9";"69";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Разорванная (60-90%) 600 м, кучево-дождевые облака";"10.0 и более";"14.0";
"19.07.2019 13:30";"18.0";"738.8";"753.9";"78";"Ветер, дующий с западо-северо-запада";"4";"";"";"";"Разорванная (60-90%) 600 м, кучево-дождевые облака";"10.0 и более";"14.0";
"19.07.2019 13:00";"19.0";"738.9";"753.9";"78";"Ветер, дующий с юго-запада";"5";"";"";"";"Разорванная (60-90%) 600 м, кучево-дождевые облака";"10.0 и более";"15.0";
"19.07.2019 12:30";"17.0";"738.8";"753.9";"100";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Рассеянная (40-50%) 300 м, разорванная (60-90%) 600 м, кучево-дождевые облака";"10.0 и более";"17.0";
"19.07.2019 12:00";"18.0";"738.1";"753.1";"83";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Разорванная (60-90%) 480 м, кучево-дождевые облака";"10.0 и более";"15.0";
"19.07.2019 11:30";"17.0";"738.0";"753.1";"88";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Разорванная (60-90%) 480 м, кучево-дождевые облака";"10.0 и более";"15.0";
"19.07.2019 11:00";"15.0";"737.9";"753.1";"94";"Ветер, дующий с юго-запада";"6";"11";"";"";"Разорванная (60-90%) 480 м, кучево-дождевые облака";"10.0 и более";"14.0";
"19.07.2019 10:30";"17.0";"737.2";"752.3";"83";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Рассеянная (40-50%) 390 м, разорванная (60-90%) 900 м, кучево-дождевые облака";"10.0 и более";"14.0";
"19.07.2019 10:00";"15.0";"737.1";"752.3";"100";"Ветер, дующий с юга";"4";"";"";"";"Рассеянная (40-50%) 210 м, разорванная (60-90%) 900 м, кучево-дождевые облака";"10.0 и более";"15.0";
"19.07.2019 09:30";"14.0";"737.1";"752.3";"100";"Ветер, дующий с юга";"3";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 210 м, разорванная (60-90%) 900 м, кучево-дождевые облака";"8.0";"14.0";
"19.07.2019 09:00";"15.0";"737.1";"752.3";"100";"Ветер, дующий с юга";"4";"";"";"";"Разорванная (60-90%) 240 м";"10.0 и более";"15.0";
"19.07.2019 08:30";"15.0";"737.1";"752.3";"100";"Ветер, дующий с юга";"4";"";"";"";"Разорванная (60-90%) 240 м";"10.0 и более";"15.0";
"19.07.2019 08:00";"14.0";"737.1";"752.3";"100";"Ветер, дующий с юга";"4";"";"";"";"Разорванная (60-90%) 240 м";"10.0 и более";"14.0";
"19.07.2019 07:30";"14.0";"737.1";"752.3";"100";"Ветер, дующий с юга";"3";"";"";"";"Сплошная (100%) 180 м";"10.0 и более";"14.0";
"19.07.2019 07:00";"13.0";"737.0";"752.3";"100";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Сплошная (100%) 180 м";"10.0 и более";"13.0";
"19.07.2019 06:30";"13.0";"737.0";"752.3";"100";"Ветер, дующий с юго-юго-востока";"3";"";"Слабый(ая)(ые) дождь";"";"Сплошная (100%) 180 м";"10.0 и более";"13.0";
"19.07.2019 02:30";"14.0";"738.6";"753.9";"94";"Ветер, дующий с юга";"2";"";"";"";"Рассеянная (40-50%) 1290 м, разорванная (60-90%) 2280 м";"10.0 и более";"13.0";
"19.07.2019 02:00";"13.0";"738.6";"753.9";"100";"Ветер, дующий с юго-юго-востока";"2";"";"";"";"Разорванная (60-90%) 1290 м";"10.0 и более";"13.0";
"19.07.2019 01:30";"13.0";"738.6";"753.9";"100";"Ветер, дующий с юго-юго-востока";"2";"";"";"";"Рассеянная (40-50%) 900 м, разорванная (60-90%) 6000 м";"10.0 и более";"13.0";
"19.07.2019 01:00";"14.0";"738.6";"753.9";"100";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Рассеянная (40-50%) 900 м, рассеянная (40-50%) 6000 м";"10.0 и более";"14.0";
"19.07.2019 00:30";"13.0";"738.6";"753.9";"100";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"19.07.2019 00:00";"13.0";"738.6";"753.9";"100";"Ветер, дующий с юга";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"18.07.2019 23:30";"13.0";"738.6";"753.9";"100";"Ветер, дующий с юга";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"18.07.2019 23:00";"14.0";"738.6";"753.9";"94";"Ветер, дующий с юга";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"18.07.2019 22:30";"14.0";"738.6";"753.9";"94";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"18.07.2019 22:00";"14.0";"738.6";"753.9";"100";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"18.07.2019 21:30";"15.0";"738.7";"753.9";"88";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Незначительная (10-30%) 1080 м, кучево-дождевые облака , разорванная (60-90%) 6000 м";"10.0 и более";"13.0";
"18.07.2019 21:00";"15.0";"738.7";"753.9";"82";"Переменное направление";"1";"";"";"";"Рассеянная (40-50%) 1080 м, кучево-дождевые облака , разорванная (60-90%) 6000 м";"10.0 и более";"12.0";
"18.07.2019 20:30";"16.0";"738.0";"753.1";"77";"Ветер, дующий с юга";"3";"";"";"";"Рассеянная (40-50%) 1080 м, кучево-дождевые облака , разорванная (60-90%) 3000 м";"10.0 и более";"12.0";
"18.07.2019 20:00";"16.0";"738.7";"753.9";"77";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Разорванная (60-90%) 1080 м, кучево-дождевые облака , разорванная (60-90%) 2490 м";"10.0 и более";"12.0";
"18.07.2019 19:30";"17.0";"738.8";"753.9";"73";"Ветер, дующий с юго-запада";"5";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 900 м, кучево-дождевые облака , разорванная (60-90%) 3000 м";"10.0 и более";"12.0";
"18.07.2019 19:00";"19.0";"738.1";"753.1";"68";"Переменное направление";"1";"";"";"";"Рассеянная (40-50%) 990 м, кучево-дождевые облака , разорванная (60-90%) 4800 м";"10.0 и более";"13.0";
"18.07.2019 18:30";"20.0";"738.2";"753.1";"60";"Ветер, дующий с юга";"3";"";"";"";"Рассеянная (40-50%) 990 м, кучево-дождевые облака , разорванная (60-90%) 6000 м";"10.0 и более";"12.0";
"18.07.2019 18:00";"20.0";"738.2";"753.1";"64";"Ветер, дующий с юго-запада";"3";"";"";"";"Рассеянная (40-50%) 1080 м, кучевые мощные большой вертикальной протяженности , разорванная (60-90%) 6000 м";"10.0 и более";"13.0";
"18.07.2019 17:30";"21.0";"738.2";"753.1";"60";"Ветер, дующий с юга";"3";"";"";"";"Рассеянная (40-50%) 1290 м, разорванная (60-90%) 6000 м";"10.0 и более";"13.0";
"18.07.2019 17:00";"20.0";"738.2";"753.1";"60";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Рассеянная (40-50%) 1290 м, рассеянная (40-50%) 4800 м";"10.0 и более";"12.0";
"18.07.2019 16:30";"20.0";"738.2";"753.1";"64";"Ветер, дующий с юго-юго-запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"18.07.2019 16:00";"20.0";"738.2";"753.1";"64";"Ветер, дующий с юга";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"18.07.2019 15:30";"19.0";"738.1";"753.1";"78";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Рассеянная (40-50%) 1380 м, разорванная (60-90%) 4800 м";"10.0 и более";"15.0";
"18.07.2019 15:00";"17.0";"738.0";"753.1";"94";"Ветер, дующий с юго-юго-востока";"3";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 990 м, кучево-дождевые облака , разорванная (60-90%) 1800 м";"10.0 и более";"16.0";
"18.07.2019 14:30";"17.0";"738.0";"753.1";"83";"Ветер, дующий с юго-запада";"4";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 900 м, кучево-дождевые облака , разорванная (60-90%) 2100 м";"10.0 и более";"14.0";
"18.07.2019 14:00";"20.0";"738.2";"753.1";"69";"Ветер, дующий с юго-запада";"6";"";"";"";"Разорванная (60-90%) 900 м, кучево-дождевые облака , разорванная (60-90%) 1290 м";"10.0 и более";"14.0";
"18.07.2019 13:30";"22.0";"738.3";"753.1";"57";"Ветер, дующий с юго-юго-запада";"5";"";"";"";"Разорванная (60-90%) 900 м, кучевые мощные большой вертикальной протяженности";"10.0 и более";"13.0";
"18.07.2019 13:00";"21.0";"738.2";"753.1";"57";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Разорванная (60-90%) 900 м";"10.0 и более";"12.0";
"18.07.2019 12:30";"21.0";"738.2";"753.1";"60";"Ветер, дующий с юго-юго-запада";"5";"";"";"";"Разорванная (60-90%) 900 м";"10.0 и более";"13.0";
"18.07.2019 12:00";"21.0";"738.2";"753.1";"64";"Ветер, дующий с юга";"4";"";"";"";"Разорванная (60-90%) 900 м";"10.0 и более";"14.0";
"18.07.2019 11:30";"21.0";"738.2";"753.1";"64";"Ветер, дующий с юга";"3";"";"";"";"Разорванная (60-90%) 660 м";"10.0 и более";"14.0";
"18.07.2019 11:00";"20.0";"738.2";"753.1";"69";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Разорванная (60-90%) 660 м";"10.0 и более";"14.0";
"18.07.2019 10:30";"19.0";"738.1";"753.1";"73";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Разорванная (60-90%) 600 м";"10.0 и более";"14.0";
"18.07.2019 10:00";"19.0";"738.1";"753.1";"73";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Рассеянная (40-50%) 600 м";"10.0 и более";"14.0";
"18.07.2019 09:30";"19.0";"738.1";"753.1";"73";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Рассеянная (40-50%) 450 м";"10.0 и более";"14.0";
"18.07.2019 09:00";"18.0";"738.1";"753.1";"83";"Ветер, дующий с юго-запада";"2";"";"";"";"Разорванная (60-90%) 390 м";"10.0 и более";"15.0";
"18.07.2019 08:30";"17.0";"738.0";"753.1";"94";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Разорванная (60-90%) 360 м";"10.0 и более";"16.0";
"18.07.2019 08:00";"17.0";"738.0";"753.1";"94";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Разорванная (60-90%) 300 м";"10.0 и более";"16.0";
"18.07.2019 07:30";"16.0";"738.0";"753.1";"94";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Разорванная (60-90%) 300 м";"10.0 и более";"15.0";
"18.07.2019 07:00";"16.0";"738.0";"753.1";"94";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Разорванная (60-90%) 300 м";"10.0 и более";"15.0";
"18.07.2019 06:30";"16.0";"737.2";"752.3";"94";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Разорванная (60-90%) 240 м";"10.0 и более";"15.0";
"18.07.2019 06:00";"15.0";"737.9";"753.1";"100";"Ветер, дующий с юго-запада";"2";"";"Дымка";"";"Сплошная (100%) 90 м";"3.0";"15.0";
"17.07.2019 21:00";"16.0";"738.7";"753.9";"100";"Ветер, дующий с востока";"2";"";"";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"16.0";
"17.07.2019 20:30";"16.0";"738.7";"753.9";"100";"Ветер, дующий с востока";"2";"";"";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"16.0";
"17.07.2019 20:00";"16.0";"738.7";"753.9";"100";"Ветер, дующий с востока";"3";"";"";"";"Разорванная (60-90%) 750 м";"10.0 и более";"16.0";
"17.07.2019 19:30";"17.0";"739.5";"754.6";"94";"Ветер, дующий с востока";"3";"";"";"";"Разорванная (60-90%) 690 м";"10.0 и более";"16.0";
"17.07.2019 19:00";"17.0";"739.5";"754.6";"94";"Ветер, дующий с востока";"3";"";"";"";"Разорванная (60-90%) 1290 м";"10.0 и более";"16.0";
"17.07.2019 18:30";"17.0";"739.5";"754.6";"94";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";"Разорванная (60-90%) 1290 м";"10.0 и более";"16.0";
"17.07.2019 18:00";"16.0";"739.4";"754.6";"100";"Ветер, дующий с востоко-северо-востока";"2";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 840 м, кучево-дождевые облака , разорванная (60-90%) 1800 м";"10.0 и более";"16.0";
"17.07.2019 17:30";"16.0";"739.4";"754.6";"100";"Ветер, дующий с востоко-северо-востока";"2";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 960 м, кучево-дождевые облака , разорванная (60-90%) 1800 м";"10.0 и более";"16.0";
"17.07.2019 17:00";"15.0";"739.4";"754.6";"100";"Ветер, дующий с востоко-северо-востока";"2";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 630 м, кучево-дождевые облака , разорванная (60-90%) 1590 м";"10.0 и более";"15.0";
"17.07.2019 16:30";"15.0";"739.4";"754.6";"100";"Ветер, дующий с востоко-юго-востока";"2";"";"Слабый(ая)(ые) гроза, дождь";"";"Разорванная (60-90%) 450 м, кучево-дождевые облака , разорванная (60-90%) 1590 м";"5.0";"15.0";
"17.07.2019 16:00";"19.0";"739.6";"754.6";"88";"Ветер, дующий с севера";"2";"";"Слабый(ая)(ые) гроза, дождь";"";"Рассеянная (40-50%) 600 м, кучево-дождевые облака , разорванная (60-90%) 1590 м";"5.0";"17.0";
"17.07.2019 15:30";"19.0";"739.6";"754.6";"94";"Ветер, дующий с северо-северо-запада";"3";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 690 м, кучево-дождевые облака , разорванная (60-90%) 1590 м";"10.0 и более";"18.0";
"17.07.2019 15:00";"18.0";"739.5";"754.6";"100";"Ветер, дующий с северо-северо-запада";"3";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 510 м, кучево-дождевые облака , разорванная (60-90%) 1590 м";"10.0 и более";"18.0";
"17.07.2019 14:30";"17.0";"740.3";"755.4";"100";"Ветер, дующий с западо-северо-запада";"3";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 600 м, кучево-дождевые облака , разорванная (60-90%) 1590 м";"10.0 и более";"17.0";
"17.07.2019 14:00";"17.0";"740.3";"755.4";"94";"Ветер, дующий с запада";"2";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 600 м, кучево-дождевые облака , разорванная (60-90%) 1590 м";"10.0 и более";"16.0";
"17.07.2019 13:30";"17.0";"740.3";"755.4";"94";"Ветер, дующий с запада";"2";"";"";"";"Рассеянная (40-50%) 600 м, кучево-дождевые облака , разорванная (60-90%) 1590 м";"10.0 и более";"16.0";
"17.07.2019 13:00";"18.0";"741.1";"756.2";"94";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Рассеянная (40-50%) 600 м, кучево-дождевые облака , разорванная (60-90%) 1590 м";"10.0 и более";"17.0";
"17.07.2019 12:00";"19.0";"741.1";"756.2";"78";"Переменное направление";"1";"";"";"";"Рассеянная (40-50%) 510 м, кучево-дождевые облака , разорванная (60-90%) 1590 м";"10.0 и более";"15.0";
"17.07.2019 11:30";"18.0";"741.1";"756.2";"88";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Рассеянная (40-50%) 900 м, разорванная (60-90%) 2100 м";"10.0 и более";"16.0";
"17.07.2019 11:00";"18.0";"741.1";"756.2";"83";"Переменное направление";"1";"";"";"";"Рассеянная (40-50%) 900 м, разорванная (60-90%) 2100 м";"10.0 и более";"15.0";
"17.07.2019 10:30";"18.0";"741.1";"756.2";"88";"Ветер, дующий с юго-запада";"2";"";"";"";"Рассеянная (40-50%) 900 м, разорванная (60-90%) 2100 м";"10.0 и более";"16.0";
"17.07.2019 10:00";"17.0";"741.0";"756.2";"94";"Ветер, дующий с западо-юго-запада";"2";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 600 м, кучево-дождевые облака , разорванная (60-90%) 2100 м";"10.0 и более";"16.0";
"17.07.2019 09:30";"17.0";"741.0";"756.2";"94";"Ветер, дующий с юго-запада";"2";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 600 м, кучево-дождевые облака , разорванная (60-90%) 2100 м";"10.0 и более";"16.0";
"17.07.2019 09:00";"17.0";"741.0";"756.2";"94";"Переменное направление";"1";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 600 м, кучево-дождевые облака , разорванная (60-90%) 2100 м";"10.0 и более";"16.0";
"17.07.2019 08:30";"16.0";"741.0";"756.2";"100";"Ветер, дующий с юго-запада";"2";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 900 м, кучево-дождевые облака , разорванная (60-90%) 2490 м";"10.0 и более";"16.0";
"17.07.2019 08:00";"16.0";"741.0";"756.2";"100";"Переменное направление";"1";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 900 м, кучево-дождевые облака , разорванная (60-90%) 2490 м";"8.0";"16.0";
"17.07.2019 07:30";"15.0";"740.9";"756.2";"100";"Ветер, дующий с юго-востока";"2";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 900 м, кучево-дождевые облака , разорванная (60-90%) 2490 м";"6.0";"15.0";
"17.07.2019 07:00";"15.0";"740.9";"756.2";"100";"Ветер, дующий с юго-востока";"2";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 450 м, кучево-дождевые облака , разорванная (60-90%) 2490 м";"6.0";"15.0";
"17.07.2019 06:30";"15.0";"740.9";"756.2";"100";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";"Разорванная (60-90%) 120 м, разорванная (60-90%) 1890 м";"6.0";"15.0";
"17.07.2019 06:00";"15.0";"740.9";"756.2";"100";"Ветер, дующий с востока";"3";"";"";"";"Рассеянная (40-50%) 900 м, кучево-дождевые облака , разорванная (60-90%) 2490 м";"6.0";"15.0";
